Latency (s),Energy Consumption (j),Number of Processors,Combined Tasks,MapTask1To,MapTask2To,MapTask3To,MapTask4To,MapTask5To,MapTask6To,MapTask7To,"	MapTask8To",MapTask9To,MapTask10To,MapTask11To,NodeProcessorTypeDistribution,No_Proc_Preffered,Combi_Task,VSF1,VSF2,VSF3,VSF4,VSF5,VSF6,OSPolicy1,OSPolicy2,OSPolicy3,OSPolicy4,OSPolicy5,OSPolicy6,pareto rank,no_1.0_VSFS,no_MIPS,no_Adreno,no_ARMv8
0.004125692,0.04758588,6,"(6, 8)","""Node2""","""Node6""","""Node2""","""Node1""","""Node3""","""Node6""","""Node4""","""Node6""","""Node3""","""Node5""","""Node5""","(2, 0, 4)",6,"(6, 8)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",10,1,2,0,4
0.004223996,0.038962622,6,"(6, 8)","""Node6""","""Node2""","""Node6""","""Node6""","""Node5""","""Node1""","""Node2""","""Node1""","""Node4""","""Node3""","""Node5""","(4, 2, 0)",6,"(6, 8)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,4,2,0
0.004862634,0.038399689,6,"(5, 6)","""Node2""","""Node6""","""Node2""","""Node2""","""Node6""","""Node1""","""Node3""","""Node5""","""Node1""","""Node4""","""Node4""","(5, 1, 0)",6,"(5, 6)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",3,1,5,1,0
0.004005875,0.052993191,6,"(5, 8)","""Node5""","""Node1""","""Node5""","""Node5""","""Node3""","""Node6""","""Node1""","""Node1""","""Node4""","""Node2""","""Node2""","(0, 0, 6)",6,"(5, 8)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",11,1,0,0,6
0.004236905,0.055036518,6,"(7, 8)","""Node4""","""Node6""","""Node4""","""Node4""","""Node2""","""Node1""","""Node3""","""Node6""","""Node5""","""Node6""","""Node1""","(0, 0, 6)",6,"(7, 8)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",14,1,0,0,6
0.004471254,0.044334432,6,"(7, 8)","""Node5""","""Node1""","""Node5""","""Node5""","""Node4""","""Node1""","""Node2""","""Node5""","""Node6""","""Node3""","""Node4""","(0, 5, 1)",6,"(7, 8)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",7,1,0,5,1
0.003641841,0.050122539,4,"(1,1)","""Node2""","""Node3""","""Node2""","""Node4""","""Node1""","""Node3""","""Node2""","""Node4""","""Node3""","""Node4""","""Node4""","(0, 2, 2)",4,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,0,2,2
0.003049462,0.055838744,4,"(1,1)","""Node4""","""Node3""","""Node4""","""Node2""","""Node1""","""Node3""","""Node4""","""Node2""","""Node1""","""Node2""","""Node2""","(1, 0, 3)",4,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",1,1,1,0,3
0.004131902,0.046316502,4,"(1,1)","""Node1""","""Node2""","""Node1""","""Node4""","""Node3""","""Node2""","""Node1""","""Node4""","""Node2""","""Node4""","""Node4""","(1, 1, 2)",4,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,1,1,2
0.003320733,0.048831373,5,"(1,1)","""Node5""","""Node1""","""Node5""","""Node4""","""Node2""","""Node1""","""Node5""","""Node3""","""Node2""","""Node3""","""Node3""","(0, 3, 2)",5,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",3,1,0,3,2
0.003649369,0.046630987,5,"(1,1)","""Node3""","""Node3""","""Node2""","""Node3""","""Node4""","""Node5""","""Node1""","""Node2""","""Node5""","""Node1""","""Node1""","(0, 4, 1)",5,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",5,1,0,4,1
0.003915882,0.049675515,5,"(1,1)","""Node4""","""Node3""","""Node5""","""Node4""","""Node1""","""Node2""","""Node3""","""Node5""","""Node2""","""Node1""","""Node2""","(1, 0, 4)",5,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",7,1,1,0,4
0.003271156,0.04867566,5,"(1,1)","""Node5""","""Node2""","""Node5""","""Node5""","""Node3""","""Node2""","""Node4""","""Node1""","""Node3""","""Node1""","""Node4""","(1, 3, 1)",5,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,1,3,1
0.003253723,0.044635584,5,"(1,1)","""Node3""","""Node2""","""Node4""","""Node3""","""Node5""","""Node2""","""Node1""","""Node4""","""Node5""","""Node1""","""Node1""","(2, 2, 1)",5,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",1,1,2,2,1
0.004531553,0.040841108,5,"(1,1)","""Node3""","""Node2""","""Node1""","""Node3""","""Node4""","""Node2""","""Node1""","""Node5""","""Node4""","""Node5""","""Node5""","(3, 2, 0)",5,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",1,1,3,2,0
0.003233382,0.053439806,6,"(1,1)","""Node2""","""Node6""","""Node5""","""Node2""","""Node3""","""Node6""","""Node1""","""Node5""","""Node4""","""Node1""","""Node4""","(0, 1, 5)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,0,1,5
0.003871209,0.045958656,6,"(1,1)","""Node6""","""Node6""","""Node1""","""Node6""","""Node4""","""Node3""","""Node2""","""Node1""","""Node5""","""Node2""","""Node2""","(0, 6, 0)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",7,1,0,6,0
0.003496021,0.054870897,6,"(1,1)","""Node3""","""Node3""","""Node1""","""Node2""","""Node5""","""Node3""","""Node6""","""Node4""","""Node5""","""Node4""","""Node4""","(1, 0, 5)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",7,1,1,0,5
0.003820158,0.049825603,6,"(1,1)","""Node2""","""Node3""","""Node4""","""Node3""","""Node5""","""Node1""","""Node4""","""Node6""","""Node5""","""Node6""","""Node6""","(2, 2, 2)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",9,1,2,2,2
0.003812732,0.047905024,6,"(1,1)","""Node2""","""Node5""","""Node3""","""Node2""","""Node6""","""Node4""","""Node1""","""Node5""","""Node6""","""Node4""","""Node1""","(2, 3, 1)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",8,1,2,3,1
0.003552978,0.044169861,6,"(1,1)","""Node3""","""Node2""","""Node5""","""Node3""","""Node4""","""Node1""","""Node2""","""Node5""","""Node6""","""Node4""","""Node6""","(3, 2, 1)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",5,1,3,2,1
0.003724256,0.04290269,6,"(1,1)","""Node3""","""Node2""","""Node5""","""Node3""","""Node6""","""Node1""","""Node2""","""Node4""","""Node6""","""Node4""","""Node4""","(5, 0, 1)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",5,1,5,0,1
0.003350915,0.04104371,4,"(1,1)","""Node2""","""Node2""","""Node4""","""Node2""","""Node3""","""Node1""","""Node4""","""Node4""","""Node3""","""Node1""","""Node3""","(1, 2, 1)",4,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",1,1,1,2,1
0.004478398,0.045816724,5,"(1,1)","""Node5""","""Node2""","""Node5""","""Node5""","""Node1""","""Node3""","""Node2""","""Node4""","""Node3""","""Node2""","""Node4""","(4, 0, 1)",5,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",7,1,4,0,1
0.003233382,0.053439806,5,"(1,1)","""Node3""","""Node2""","""Node4""","""Node3""","""Node5""","""Node1""","""Node2""","""Node4""","""Node1""","""Node5""","""Node5""","(4, 1, 0)",5,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",1,1,4,1,0
0.003058759,0.050733371,6,"(1,1)","""Node1""","""Node4""","""Node1""","""Node6""","""Node3""","""Node2""","""Node4""","""Node6""","""Node5""","""Node5""","""Node5""","(0, 3, 3)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",1,1,0,3,3
0.003434421,0.052296494,6,"(1,1)","""Node4""","""Node4""","""Node6""","""Node4""","""Node3""","""Node5""","""Node2""","""Node6""","""Node1""","""Node2""","""Node1""","(1, 1, 4)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",6,1,1,1,4
0.003720302,0.048383617,6,"(1,1)","""Node6""","""Node1""","""Node6""","""Node6""","""Node2""","""Node1""","""Node4""","""Node5""","""Node3""","""Node5""","""Node5""","(1, 4, 1)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",8,1,1,4,1
0.00340992,0.044119908,6,"(1,1)","""Node3""","""Node1""","""Node6""","""Node3""","""Node4""","""Node2""","""Node1""","""Node6""","""Node5""","""Node2""","""Node5""","(1, 5, 0)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,1,5,0
0.003739331,0.044207357,6,"(1,1)","""Node1""","""Node4""","""Node3""","""Node1""","""Node6""","""Node4""","""Node5""","""Node3""","""Node2""","""Node5""","""Node5""","(2, 4, 0)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",6,1,2,4,0
0.003443014,0.042262869,6,"(1,1)","""Node6""","""Node5""","""Node4""","""Node6""","""Node3""","""Node5""","""Node1""","""Node4""","""Node2""","""Node1""","""Node2""","(3, 3, 0)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,3,3,0
0.004471212,0.04078411,6,"(1,1)","""Node6""","""Node6""","""Node5""","""Node6""","""Node4""","""Node1""","""Node2""","""Node5""","""Node3""","""Node1""","""Node2""","(6, 0, 0)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",4,1,6,0,0
0.003333325,0.053366533,5,"(1,1)","""Node3""","""Node3""","""Node5""","""Node3""","""Node4""","""Node2""","""Node1""","""Node5""","""Node2""","""Node4""","""Node2""","(0, 5, 0)",5,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",4,1,0,5,0
0.003745369,0.048019665,5,"(1,1)","""Node2""","""Node4""","""Node1""","""Node2""","""Node5""","""Node3""","""Node4""","""Node1""","""Node3""","""Node4""","""Node3""","(1, 1, 3)",5,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",6,1,1,1,3
0.003610351,0.046201243,5,"(1,1)","""Node2""","""Node2""","""Node1""","""Node2""","""Node3""","""Node4""","""Node5""","""Node1""","""Node4""","""Node3""","""Node4""","(1, 4, 0)",5,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",4,1,1,4,0
0.004192367,0.04474923,5,"(1,1)","""Node4""","""Node4""","""Node1""","""Node4""","""Node5""","""Node3""","""Node2""","""Node1""","""Node5""","""Node3""","""Node3""","(2, 3, 0)",5,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",5,1,2,3,0
0.003904899,0.041241066,5,"(1,1)","""Node3""","""Node2""","""Node5""","""Node3""","""Node4""","""Node1""","""Node2""","""Node5""","""Node4""","""Node1""","""Node4""","(3, 0, 2)",5,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,3,0,2
0.003796241,0.053588349,6,"(1,1)","""Node4""","""Node4""","""Node2""","""Node4""","""Node3""","""Node5""","""Node1""","""Node6""","""Node5""","""Node1""","""Node1""","(0, 2, 4)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",10,1,0,2,4
0.003389816,0.049920319,6,"(1,1)","""Node1""","""Node1""","""Node3""","""Node4""","""Node6""","""Node2""","""Node3""","""Node5""","""Node6""","""Node5""","""Node5""","(0, 4, 2)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",5,1,0,4,2
0.003340724,0.045960709,6,"(1,1)","""Node3""","""Node5""","""Node3""","""Node4""","""Node6""","""Node5""","""Node2""","""Node1""","""Node2""","""Node1""","""Node1""","(1, 3, 2)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",3,1,1,3,2
0.003136083,0.049294312,6,"(1,1)","""Node5""","""Node6""","""Node4""","""Node5""","""Node1""","""Node6""","""Node4""","""Node2""","""Node3""","""Node2""","""Node3""","(2, 0, 4)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",1,1,2,0,4
0.003605168,0.047781242,6,"(1,1)","""Node2""","""Node3""","""Node2""","""Node1""","""Node4""","""Node5""","""Node3""","""Node6""","""Node5""","""Node6""","""Node6""","(3, 1, 2)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",7,1,3,1,2
0.003589932,0.044619554,6,"(1,1)","""Node5""","""Node6""","""Node5""","""Node4""","""Node2""","""Node6""","""Node3""","""Node1""","""Node3""","""Node1""","""Node1""","(4, 0, 2)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",6,1,4,0,2
0.003512761,0.041601537,6,"(1,1)","""Node5""","""Node6""","""Node5""","""Node5""","""Node3""","""Node6""","""Node4""","""Node2""","""Node1""","""Node2""","""Node1""","(4, 2, 0)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,4,2,0
0.003590284,0.039750192,6,"(1,1)","""Node4""","""Node6""","""Node5""","""Node4""","""Node2""","""Node6""","""Node3""","""Node5""","""Node1""","""Node3""","""Node1""","(5, 1, 0)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",1,1,5,1,0
0.003641841,0.050122539,4,"(1,1)","""Node1""","""Node3""","""Node1""","""Node2""","""Node4""","""Node3""","""Node1""","""Node2""","""Node4""","""Node3""","""Node4""","(0, 1, 3)",4,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",3,1,0,1,3
0.003730118,0.056028045,5,"(1,1)","""Node4""","""Node4""","""Node3""","""Node4""","""Node5""","""Node1""","""Node2""","""Node3""","""Node1""","""Node5""","""Node2""","(0, 0, 5)",5,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",6,1,0,0,5
0.003316585,0.049770507,5,"(1,1)","""Node2""","""Node4""","""Node2""","""Node5""","""Node3""","""Node4""","""Node1""","""Node5""","""Node3""","""Node1""","""Node1""","(0, 2, 3)",5,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",3,1,0,2,3
0.004192367,0.04474923,5,"(1,1)","""Node2""","""Node4""","""Node3""","""Node2""","""Node5""","""Node4""","""Node1""","""Node3""","""Node5""","""Node3""","""Node3""","(2, 0, 3)",5,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",6,1,2,0,3
0.003212822,0.055794078,6,"(1,1)","""Node1""","""Node2""","""Node3""","""Node1""","""Node5""","""Node2""","""Node6""","""Node3""","""Node4""","""Node6""","""Node4""","(0, 0, 6)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,0,0,6
0.003308705,0.04583662,6,"(1,1)","""Node6""","""Node4""","""Node1""","""Node6""","""Node2""","""Node4""","""Node5""","""Node1""","""Node3""","""Node5""","""Node3""","(0, 5, 1)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,0,5,1
0.003351931,0.049913016,6,"(1,1)","""Node5""","""Node1""","""Node5""","""Node4""","""Node3""","""Node6""","""Node1""","""Node2""","""Node6""","""Node2""","""Node6""","(1, 2, 3)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",4,1,1,2,3
0.003700393,0.047490789,6,"(1,1)","""Node6""","""Node2""","""Node5""","""Node6""","""Node3""","""Node4""","""Node1""","""Node2""","""Node4""","""Node1""","""Node1""","(2, 1, 3)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",7,1,2,1,3
0.003601648,0.048442499,6,"(1,1)","""Node5""","""Node3""","""Node4""","""Node5""","""Node6""","""Node2""","""Node3""","""Node4""","""Node1""","""Node3""","""Node1""","(3, 0, 3)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",7,1,3,0,3
0.004076875,0.045270027,6,"(1,1)","""Node5""","""Node6""","""Node1""","""Node5""","""Node3""","""Node2""","""Node4""","""Node6""","""Node2""","""Node6""","""Node4""","(4, 1, 1)",6,"(1, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",7,1,4,1,1
