Latency,PowerConsumption,Number of Processors,Combined Tasks,MapTask1To,MapTask2To,MapTask3To,MapTask4To,MapTask5To,MapTask6To,MapTask7To,"	MapTask8To",MapTask9To,MapTask10To,MapTask11To,NodeProcessorTypeDistribution,VSF1,VSF2,VSF3,VSF4,VSF5,VSF6,OSPolicy1,OSPolicy2,OSPolicy3,OSPolicy4,OSPolicy5,OSPolicy6,Origin
0.005015419,0.04846353,4,"(3, 4)","""Node2""","""Node3""","""Node2""","""Node2""","""Node4""","""Node3""","""Node1""","""Node2""","""Node3""","""Node4""","""Node4""","(1, 0, 3)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004592233,0.048417718,4,"(3, 4)","""Node4""","""Node3""","""Node2""","""Node4""","""Node1""","""Node3""","""Node4""","""Node2""","""Node3""","""Node1""","""Node1""","(1, 0, 3)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004994677,99999,99999,"(3, 4)","""Node3""","""Node3""","""Node1""","""Node4""","""Node2""","""Node3""","""Node3""","""Node1""","""Node1""","""Node2""","""Node2""","(1, 0, 3)",1,1,1,0.25,0.666666667,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.005234544,0.050029396,4,"(3, 4)","""Node2""","""Node4""","""Node2""","""Node1""","""Node1""","""Node3""","""Node4""","""Node2""","""Node3""","""Node1""","""Node1""","(1, 0, 3)",1,1,1,0.666666667,1,1,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004592233,0.048417718,4,"(3, 4)","""Node3""","""Node2""","""Node3""","""Node3""","""Node1""","""Node2""","""Node4""","""Node3""","""Node2""","""Node1""","""Node1""","(1, 0, 3)",1,1,1,0.666666667,1,1,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.0050695,0.041673384,5,"(1, 1)","""Node5""","""Node3""","""Node2""","""Node5""","""Node4""","""Node1""","""Node3""","""Node2""","""Node1""","""Node2""","""Node1""","(3, 0, 2)",1,1,1,0.666666667,0.666666667,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.003932676,0.04651632,4,"(3, 4)","""Node1""","""Node4""","""Node1""","""Node2""","""Node3""","""Node4""","""Node1""","""Node2""","""Node2""","""Node2""","""Node3""","(1, 0, 3)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""PB""","""FCFS""","""PB""",Evolution
0.004976142,0.04926096,4,"(3, 4)","""Node1""","""Node3""","""Node1""","""Node1""","""Node4""","""Node3""","""Node3""","""Node2""","""Node2""","""Node2""","""Node4""","(1, 0, 3)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""FCFS""",Evolution
0.006310852,0.038545082,6,"(7, 8)","""Node6""","""Node1""","""Node6""","""Node6""","""Node3""","""Node4""","""Node5""","""Node4""","""Node2""","""Node5""","""Node3""","(6, 0, 0)",0.666666667,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.006329302,0.037496092,6,"(6, 8)","""Node4""","""Node2""","""Node1""","""Node4""","""Node6""","""Node2""","""Node1""","""Node5""","""Node6""","""Node5""","""Node3""","(6, 0, 0)",1,1,1,0.666666667,0.666666667,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004281756,0.041304717,6,"(1, 1)","""Node2""","""Node2""","""Node6""","""Node4""","""Node3""","""Node5""","""Node6""","""Node1""","""Node5""","""Node1""","""Node1""","(3, 3, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""PB""","""FCFS""","""PB""",Evolution
0.004571742,0.043884902,6,"(1, 1)","""Node6""","""Node6""","""Node2""","""Node6""","""Node5""","""Node1""","""Node3""","""Node4""","""Node1""","""Node3""","""Node3""","(1, 5, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""",Evolution
0.005440984,0.049877952,4,"(3, 4)","""Node1""","""Node1""","""Node3""","""Node4""","""Node2""","""Node4""","""Node1""","""Node3""","""Node3""","""Node2""","""Node2""","(1, 0, 3)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS""",Evolution
0.004256535,0.040649508,5,"(1, 1)","""Node2""","""Node2""","""Node1""","""Node2""","""Node4""","""Node3""","""Node5""","""Node1""","""Node3""","""Node4""","""Node5""","(4, 1, 0)",1,1,1,1,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.003932676,0.04651632,4,"(3, 4)","""Node3""","""Node4""","""Node3""","""Node1""","""Node1""","""Node2""","""Node4""","""Node3""","""Node2""","""Node1""","""Node1""","(1, 0, 3)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.007148034,0.049834852,4,"(3, 4)","""Node2""","""Node1""","""Node2""","""Node3""","""Node4""","""Node3""","""Node1""","""Node2""","""Node3""","""Node3""","""Node4""","(1, 0, 3)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.00500848,0.03883411,6,"(5, 6)","""Node3""","""Node6""","""Node3""","""Node3""","""Node6""","""Node3""","""Node5""","""Node1""","""Node4""","""Node2""","""Node5""","(4, 2, 0)",1,1,1,1,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.005283656,0.04258714,5,"(1, 1)","""Node5""","""Node6""","""Node5""","""Node5""","""Node1""","""Node6""","""Node2""","""Node4""","""Node6""","""Node1""","""Node4""","(4, 2, 0)",1,1,0.25,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004316389,0.046850147,6,"(1, 1)","""Node6""","""Node3""","""Node2""","""Node6""","""Node5""","""Node1""","""Node4""","""Node2""","""Node5""","""Node1""","""Node4""","(0, 5, 1)",1,1,0.25,0.666666667,1,1,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""",Evolution
0.004072135,0.047401884,4,"(3, 4)","""Node2""","""Node4""","""Node2""","""Node2""","""Node1""","""Node4""","""Node2""","""Node3""","""Node3""","""Node1""","""Node1""","(1, 0, 3)",1,1,1,0.666666667,1,0.5,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB""",Evolution
0.003766697,0.056553825,6,"(1, 1)","""Node5""","""Node3""","""Node4""","""Node5""","""Node6""","""Node1""","""Node2""","""Node3""","""Node6""","""Node1""","""Node2""","(0, 0, 6)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB""",Evolution
0.005440984,0.049877952,4,"(3, 4)","""Node3""","""Node1""","""Node3""","""Node4""","""Node4""","""Node2""","""Node1""","""Node3""","""Node2""","""Node2""","""Node4""","(1, 0, 3)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""",Evolution
0.005385784,0.04572124,4,"(3, 4)","""Node2""","""Node4""","""Node2""","""Node3""","""Node3""","""Node1""","""Node4""","""Node2""","""Node1""","""Node3""","""Node3""","(1, 0, 3)",1,1,1,0.666666667,1,1,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.007148034,0.049834852,4,"(3, 4)","""Node4""","""Node2""","""Node1""","""Node1""","""Node3""","""Node2""","""Node4""","""Node1""","""Node2""","""Node3""","""Node3""","(1, 0, 3)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004490639,0.047469671,4,"(3, 4)","""Node4""","""Node2""","""Node4""","""Node1""","""Node3""","""Node2""","""Node1""","""Node4""","""Node1""","""Node3""","""Node3""","(1, 0, 3)",1,1,1,0.666666667,0.5,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004474659,0.050042564,4,"(3, 4)","""Node3""","""Node4""","""Node3""","""Node3""","""Node1""","""Node2""","""Node4""","""Node3""","""Node2""","""Node1""","""Node1""","(1, 0, 3)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB""",Evolution
0.004251709,0.048148889,4,"(3, 4)","""Node3""","""Node1""","""Node3""","""Node3""","""Node4""","""Node1""","""Node2""","""Node3""","""Node2""","""Node4""","""Node4""","(1, 0, 3)",1,1,1,1,1,1,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.005440984,0.049877952,4,"(3, 4)","""Node3""","""Node3""","""Node1""","""Node2""","""Node4""","""Node2""","""Node3""","""Node1""","""Node2""","""Node2""","""Node4""","(1, 0, 3)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB""",Evolution
0.004359297,0.042375795,5,"(1, 1)","""Node1""","""Node6""","""Node1""","""Node4""","""Node5""","""Node6""","""Node4""","""Node2""","""Node5""","""Node2""","""Node5""","(3, 3, 0)",1,1,0.25,1,1,1,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""",Evolution
0.005033428,0.040421228,6,"(1, 1)","""Node6""","""Node3""","""Node1""","""Node6""","""Node5""","""Node3""","""Node4""","""Node2""","""Node5""","""Node4""","""Node4""","(3, 3, 0)",0.666666667,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.003598067,0.05700646,5,"(1, 1)","""Node5""","""Node5""","""Node1""","""Node5""","""Node3""","""Node2""","""Node6""","""Node1""","""Node2""","""Node3""","""Node3""","(0, 0, 6)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004446565,0.037861702,6,"(1, 1)","""Node5""","""Node1""","""Node2""","""Node3""","""Node6""","""Node1""","""Node4""","""Node2""","""Node6""","""Node4""","""Node4""","(3, 3, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS""",Evolution
0.003921797,0.040700013,6,"(1, 1)","""Node6""","""Node4""","""Node3""","""Node6""","""Node5""","""Node1""","""Node4""","""Node3""","""Node5""","""Node2""","""Node2""","(3, 3, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB""",Evolution
0.003724964,0.044496832,6,"(1, 1)","""Node6""","""Node1""","""Node1""","""Node5""","""Node3""","""Node2""","""Node1""","""Node5""","""Node3""","""Node2""","""Node4""","(3, 3, 0)",1,1,1,0.666666667,1,0.25,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS""",Evolution
0.005553982,0.045866578,5,"(1, 1)","""Node2""","""Node1""","""Node5""","""Node2""","""Node3""","""Node1""","""Node4""","""Node5""","""Node3""","""Node5""","""Node4""","(3, 0, 2)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""",Evolution
0.003844279,0.043015113,6,"(1, 1)","""Node5""","""Node4""","""Node3""","""Node5""","""Node2""","""Node1""","""Node4""","""Node3""","""Node6""","""Node2""","""Node6""","(3, 3, 0)",1,1,1,0.666666667,1,0.666666667,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""",Evolution
0.003932387,0.041843401,6,"(1, 1)","""Node1""","""Node5""","""Node1""","""Node6""","""Node3""","""Node5""","""Node4""","""Node6""","""Node3""","""Node2""","""Node2""","(3, 3, 0)",1,0.5,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004234146,0.040716996,6,"(1, 1)","""Node4""","""Node2""","""Node6""","""Node4""","""Node5""","""Node2""","""Node1""","""Node3""","""Node5""","""Node1""","""Node3""","(3, 3, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.005000136,0.04187774,6,"(1, 1)","""Node1""","""Node6""","""Node4""","""Node1""","""Node3""","""Node5""","""Node6""","""Node2""","""Node5""","""Node3""","""Node3""","(3, 3, 0)",1,0.666666667,1,0.666666667,1,0.666666667,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004360553,0.040741747,6,"(1, 1)","""Node4""","""Node5""","""Node2""","""Node4""","""Node6""","""Node5""","""Node1""","""Node2""","""Node3""","""Node1""","""Node1""","(3, 3, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""PB""","""FCFS""","""PB""",Evolution
0.00329011,0.039985348,6,"(1, 1)","""Node2""","""Node4""","""Node3""","""Node2""","""Node5""","""Node1""","""Node6""","""Node3""","""Node6""","""Node6""","""Node6""","(4, 2, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004446565,0.037861702,5,"(3, 4)","""Node4""","""Node3""","""Node2""","""Node3""","""Node5""","""Node3""","""Node1""","""Node2""","""Node1""","""Node5""","""Node5""","(4, 1, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004191762,0.040040557,6,"(1, 1)","""Node6""","""Node6""","""Node5""","""Node4""","""Node1""","""Node3""","""Node5""","""Node2""","""Node3""","""Node2""","""Node2""","(3, 3, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004619266,0.04064512,6,"(1, 1)","""Node3""","""Node2""","""Node5""","""Node3""","""Node6""","""Node2""","""Node4""","""Node1""","""Node6""","""Node1""","""Node4""","(3, 3, 0)",1,1,1,0.666666667,0.666666667,1,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.005542768,0.043942023,6,"(1, 1)","""Node4""","""Node5""","""Node4""","""Node6""","""Node3""","""Node5""","""Node2""","""Node6""","""Node3""","""Node6""","""Node1""","(3, 3, 0)",0.25,1,1,0.666666667,1,1,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""",Evolution
0.005392605,0.050541966,4,"(3, 4)","""Node3""","""Node3""","""Node3""","""Node2""","""Node2""","""Node4""","""Node3""","""Node1""","""Node1""","""Node2""","""Node2""","(1, 0, 3)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004675829,0.041589632,6,"(1, 1)","""Node2""","""Node1""","""Node5""","""Node6""","""Node3""","""Node1""","""Node4""","""Node5""","""Node3""","""Node4""","""Node4""","(3, 3, 0)",1,1,1,0.666666667,1,0.666666667,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.003476945,0.040741438,6,"(1, 1)","""Node1""","""Node6""","""Node1""","""Node4""","""Node5""","""Node6""","""Node2""","""Node3""","""Node2""","""Node3""","""Node3""","(3, 3, 0)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004814234,0.042827187,6,"(1, 1)","""Node1""","""Node3""","""Node6""","""Node2""","""Node5""","""Node3""","""Node4""","""Node6""","""Node5""","""Node4""","""Node5""","(3, 3, 0)",0.666666667,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004124808,0.042871801,6,"(1, 1)","""Node4""","""Node1""","""Node5""","""Node4""","""Node6""","""Node2""","""Node1""","""Node5""","""Node6""","""Node2""","""Node3""","(3, 3, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.00389049,0.053129167,6,"(1, 1)","""Node4""","""Node6""","""Node1""","""Node4""","""Node5""","""Node6""","""Node3""","""Node1""","""Node2""","""Node3""","""Node3""","(0, 1, 5)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.003932787,0.041422169,6,"(1, 1)","""Node5""","""Node5""","""Node2""","""Node5""","""Node1""","""Node6""","""Node4""","""Node3""","""Node6""","""Node3""","""Node3""","(3, 3, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.00511475,0.041144687,6,"(1, 1)","""Node1""","""Node5""","""Node3""","""Node1""","""Node6""","""Node2""","""Node4""","""Node5""","""Node2""","""Node4""","""Node4""","(3, 3, 0)",1,1,1,0.666666667,0.666666667,1,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.003687132,0.041586655,6,"(1, 1)","""Node1""","""Node5""","""Node3""","""Node1""","""Node2""","""Node6""","""Node5""","""Node3""","""Node4""","""Node6""","""Node4""","(3, 3, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.003558025,0.041509281,6,"(1, 1)","""Node3""","""Node2""","""Node1""","""Node3""","""Node4""","""Node5""","""Node2""","""Node1""","""Node6""","""Node5""","""Node6""","(3, 3, 0)",1,1,1,1,1,1,"""FCFS""","""PB""","""PB""","""PB""","""FCFS""","""FCFS""",Evolution
0.00358032,0.041163766,5,"(1, 1)","""Node5""","""Node3""","""Node5""","""Node5""","""Node2""","""Node6""","""Node3""","""Node1""","""Node6""","""Node1""","""Node6""","(3, 3, 0)",1,1,1,0.25,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.003694677,0.040524652,6,"(1, 1)","""Node5""","""Node2""","""Node1""","""Node5""","""Node6""","""Node2""","""Node3""","""Node1""","""Node6""","""Node3""","""Node4""","(3, 3, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004853896,0.039251472,6,"(1, 1)","""Node6""","""Node4""","""Node2""","""Node6""","""Node1""","""Node3""","""Node4""","""Node2""","""Node3""","""Node1""","""Node5""","(3, 3, 0)",1,1,1,0.666666667,0.25,0.666666667,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.006112366,0.043384332,6,"(1, 1)","""Node2""","""Node1""","""Node3""","""Node6""","""Node2""","""Node4""","""Node1""","""Node6""","""Node3""","""Node6""","""Node5""","(3, 3, 0)",1,1,1,0.666666667,0.25,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.00483654,0.043457945,6,"(1, 1)","""Node6""","""Node6""","""Node3""","""Node6""","""Node1""","""Node5""","""Node4""","""Node2""","""Node5""","""Node1""","""Node2""","(3, 3, 0)",1,1,1,0.666666667,1,1,"""PB""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.003788058,0.042201388,6,"(1, 1)","""Node1""","""Node4""","""Node5""","""Node1""","""Node2""","""Node6""","""Node4""","""Node5""","""Node3""","""Node6""","""Node3""","(3, 3, 0)",1,1,1,0.666666667,1,1,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.00565015,0.037447772,6,"(7, 8)","""Node6""","""Node5""","""Node6""","""Node5""","""Node1""","""Node3""","""Node4""","""Node2""","""Node3""","""Node4""","""Node1""","(6, 0, 0)",1,0.25,1,1,1,1,"""PB""","""PB""","""FCFS""","""PB""","""FCFS""","""PB""",Evolution
0.00462592,0.040750589,5,"(1, 1)","""Node5""","""Node6""","""Node4""","""Node3""","""Node5""","""Node6""","""Node1""","""Node3""","""Node1""","""Node1""","""Node1""","(3, 3, 0)",1,0.25,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004855918,0.042005182,6,"(1, 1)","""Node2""","""Node2""","""Node4""","""Node2""","""Node5""","""Node6""","""Node1""","""Node3""","""Node5""","""Node3""","""Node3""","(3, 3, 0)",1,1,1,0.5,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.003823676,0.040787089,6,"(1, 1)","""Node5""","""Node4""","""Node1""","""Node5""","""Node3""","""Node4""","""Node2""","""Node1""","""Node6""","""Node2""","""Node6""","(3, 3, 0)",1,1,1,1,1,0.5,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004892974,0.037426072,5,"(6, 8)","""Node1""","""Node2""","""Node1""","""Node5""","""Node3""","""Node2""","""Node5""","""Node5""","""Node3""","""Node6""","""Node6""","(6, 0, 0)",1,1,1,0.25,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.00377672,0.041109737,6,"(1, 1)","""Node4""","""Node2""","""Node3""","""Node4""","""Node6""","""Node2""","""Node3""","""Node5""","""Node1""","""Node5""","""Node1""","(3, 3, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""",Evolution
0.003905441,0.042001696,6,"(1, 1)","""Node6""","""Node4""","""Node3""","""Node6""","""Node5""","""Node4""","""Node1""","""Node2""","""Node5""","""Node1""","""Node1""","(3, 3, 0)",1,1,1,1,1,1,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""",Evolution
0.004425233,0.042133783,6,"(1, 1)","""Node6""","""Node3""","""Node6""","""Node4""","""Node2""","""Node1""","""Node3""","""Node5""","""Node1""","""Node5""","""Node5""","(3, 3, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""",Evolution
0.005553982,0.045866578,5,"(1, 1)","""Node3""","""Node1""","""Node3""","""Node3""","""Node5""","""Node2""","""Node4""","""Node5""","""Node2""","""Node4""","""Node2""","(2, 2, 1)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004210022,0.041407054,6,"(1, 1)","""Node5""","""Node1""","""Node4""","""Node5""","""Node6""","""Node2""","""Node3""","""Node1""","""Node6""","""Node3""","""Node3""","(3, 3, 0)",1,1,1,0.5,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.003786313,0.040617124,6,"(1, 1)","""Node5""","""Node4""","""Node1""","""Node5""","""Node6""","""Node3""","""Node2""","""Node1""","""Node6""","""Node3""","""Node2""","(3, 3, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.003890525,0.042017176,6,"(1, 1)","""Node3""","""Node2""","""Node4""","""Node3""","""Node1""","""Node2""","""Node5""","""Node4""","""Node6""","""Node5""","""Node5""","(3, 3, 0)",1,1,1,1,1,1,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""",Evolution
0.004697544,0.041447774,6,"(1, 1)","""Node4""","""Node3""","""Node2""","""Node4""","""Node5""","""Node3""","""Node6""","""Node2""","""Node5""","""Node6""","""Node1""","(3, 3, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004076313,0.040698525,6,"(1, 1)","""Node3""","""Node4""","""Node6""","""Node3""","""Node5""","""Node1""","""Node4""","""Node2""","""Node5""","""Node2""","""Node2""","(3, 3, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.003630538,0.039686451,6,"(1, 1)","""Node5""","""Node1""","""Node3""","""Node5""","""Node6""","""Node1""","""Node4""","""Node3""","""Node2""","""Node6""","""Node2""","(3, 3, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB""",Evolution
0.005018909,0.041090472,6,"(1, 1)","""Node6""","""Node5""","""Node2""","""Node6""","""Node4""","""Node1""","""Node3""","""Node2""","""Node4""","""Node3""","""Node3""","(3, 3, 0)",1,1,1,1,1,0.666666667,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.005196667,0.037870412,6,"(6, 8)","""Node1""","""Node5""","""Node1""","""Node1""","""Node6""","""Node3""","""Node5""","""Node4""","""Node6""","""Node2""","""Node4""","(6, 0, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004036954,0.040390661,6,"(1, 1)","""Node4""","""Node5""","""Node1""","""Node4""","""Node3""","""Node5""","""Node6""","""Node1""","""Node2""","""Node6""","""Node2""","(3, 3, 0)",1,0.666666667,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""PB""","""FCFS""","""PB""",Evolution
0.003411052,0.040249651,6,"(1, 1)","""Node6""","""Node2""","""Node1""","""Node6""","""Node5""","""Node3""","""Node2""","""Node1""","""Node4""","""Node3""","""Node4""","(3, 3, 0)",1,1,1,1,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004978337,0.04047995,5,"(1, 1)","""Node4""","""Node1""","""Node3""","""Node4""","""Node5""","""Node1""","""Node2""","""Node3""","""Node5""","""Node2""","""Node2""","(3, 3, 0)",1,1,1,0.666666667,1,0.25,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004238447,0.04056748,6,"(1, 1)","""Node5""","""Node6""","""Node4""","""Node5""","""Node2""","""Node3""","""Node6""","""Node1""","""Node3""","""Node1""","""Node1""","(4, 2, 0)",1,1,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS""",Evolution
0.00355271,0.049486168,6,"(1, 1)","""Node5""","""Node5""","""Node1""","""Node5""","""Node6""","""Node4""","""Node1""","""Node3""","""Node6""","""Node2""","""Node2""","(0, 3, 3)",1,0.666666667,1,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.003756146,0.041033691,6,"(1, 1)","""Node2""","""Node1""","""Node2""","""Node6""","""Node5""","""Node1""","""Node4""","""Node3""","""Node4""","""Node4""","""Node3""","(3, 3, 0)",1,1,1,1,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004650666,0.039794122,6,"(1, 1)","""Node4""","""Node3""","""Node5""","""Node4""","""Node6""","""Node1""","""Node3""","""Node2""","""Node1""","""Node2""","""Node1""","(3, 3, 0)",1,1,1,0.666666667,0.666666667,1,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB""",Evolution
0.004542388,0.041431164,6,"(1, 1)","""Node4""","""Node1""","""Node3""","""Node4""","""Node6""","""Node2""","""Node5""","""Node1""","""Node6""","""Node5""","""Node5""","(3, 3, 0)",1,1,0.5,0.666666667,1,1,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.003596051,0.042105845,6,"(1, 1)","""Node5""","""Node2""","""Node3""","""Node5""","""Node6""","""Node2""","""Node3""","""Node4""","""Node1""","""Node4""","""Node4""","(3, 3, 0)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""PB""",Evolution
0.004898729,0.042039762,5,"(1, 1)","""Node4""","""Node3""","""Node4""","""Node1""","""Node6""","""Node5""","""Node3""","""Node1""","""Node5""","""Node6""","""Node5""","(3, 3, 0)",1,0.25,0.666666667,0.666666667,1,1,"""PB""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""",Evolution
